PAYMENT_ID,ID_GINR_REQUEST,ID_CHANGE_REQUEST,TRANS_ID,PAYMENT_STATUS,FAILURE_ROOT_CAUSE,ACCOUNT_TYPE,ACCOUNT_NUMBER,TOTAL_AMOUNT,SS_FEE,FIS_FEE,ANALYSIS_FEE,AUTHORIZATION,DATE_PAID,PAYER_NAME,CITY,STATE,PRIOR_ATTEMPTS_SAME_REQUEST,TOTAL_FAILURES_SAME_CARD,GINR_REQUEST_ID,PROJECT_NAME,ID_APPLICATION_STATUS,ID_PROJECT_TYPE,ID_FUEL_TYPE,ID_APPLICATION_SIZE,MAX_GEN_MW,POI_VOLTAGE,SUBMIT_DATE,FIS_FEE_PAID,SS_FEE_PAID,ANALYSIS_FEE_PAID,DAYS_SUBMIT_TO_PAY,CHANGE_REQUEST_TYPE,ERCOT_ACCEPTED,ERCOT_COMMENT
17508,18142,,42150949765,SUCCESS,AUTHORIZED,MasterCard,XXXX3535,4945.03,1019.03,1152.48,2773.52,9S0J6S,01-Jan-24 12.00.00 AM,Justin Munoz,Moab,UT,5,15,11036,ERCOT Solar,SUB,NS,BIO,LG,392.33,230,06-Dec-23,1,1,0,26,Voltage Change,N,Bank verification pending
17509,16415,,41326101089,SUCCESS,AUTHORIZED,Visa,XXXX8984,45939.32,15775.95,14176.83,15986.54,82CXJR,24-Dec-24 12.00.00 AM,Michael Martinez,Moab,IL,0,9,9465,Claire BESS,APR,UPG,SOL,SM,164.01,115,05-Dec-24,0,0,0,19,Ownership Change,N,
17510,16742,,56064555679,SUCCESS,AUTHORIZED,AmericanExpress,XXXX5742,30490.29,8967.28,13431.96,8091.05,7LUZ1W,27-Jul-25 12.00.00 AM,Manuel Weber,Houston,GA,3,4,19665,PowerSync,APR,UPG,BAT,LG,358.07,345,09-Jun-25,1,1,1,48,Ownership Change,Y,Payment processed successfully
17511,16019,,67860204325,SUCCESS,AUTHORIZED,Discover,XXXX4658,46945.12,27179.41,15763.2,4002.51,0RRNAQ,01-Feb-24 12.00.00 AM,Hunter Nichols,Houston,UT,0,7,12231,ERCOT Solar,APR,NS,BAT,SM,160.63,345,01-Jan-24,0,1,0,31,Capacity Update,N,
17512,11080,,82124503828,SUCCESS,AUTHORIZED,Discover,XXXX7970,2286.26,987.81,885.65,412.8,FDIHWY,29-Mar-23 12.00.00 AM,Edward Cohen,Austin,UT,1,1,9180,WindFlow,APR,UPG,WND,SM,241.38,115,02-Feb-23,1,0,0,55,Ownership Change,Y,Bank verification pending
17513,9008,,60394300714,SUCCESS,AUTHORIZED,MasterCard,XXXX4524,26577.66,13250.62,7105.53,6221.51,HLOY84,01-May-24 12.00.00 AM,Kristin Brown,Austin,CO,3,10,13344,Claire BESS,APR,UPG,WND,SM,196.92,138,16-Mar-24,0,1,1,46,,N,ERCOT accepted
17514,12031,,48680282318,FAILED,INVALID_ACCOUNT,Visa,XXXX8789,16944.77,7667.5,6814.0,2463.27,18P4TB,25-Jul-23 12.00.00 AM,Barbara Martin,Moab,TX,4,1,14037,PowerSync,APR,NS,WND,SM,306.6,138,25-Jun-23,1,1,1,30,Voltage Change,Y,
17515,12718,,54923792524,SUCCESS,AUTHORIZED,Visa,XXXX5062,12287.66,6446.37,5820.87,20.42,5XCINX,03-Sep-24 12.00.00 AM,Jason Rowland,Miami,UT,5,3,10665,SolarEdge,SUB,NS,SOL,MD,473.5,69,03-Sep-24,0,0,0,0,Ownership Change,,Payment processed successfully
17516,18042,,71057387101,FAILED,ECHECK_NOT_SUPPORTED,Visa,XXXX2865,45466.11,16030.76,9979.24,19456.11,NOL5RR,27-Jun-25 12.00.00 AM,Richard Mcdonald,Dallas,CA,1,15,10117,WindFlow,PLN,NS,BIO,LG,259.45,230,21-May-25,0,0,1,37,Capacity Update,Y,Payment processed successfully
17517,17188,120,62745993183,SUCCESS,AUTHORIZED,Visa,XXXX8257,46134.4,22740.02,19363.71,4030.67,ZG94L6,08-May-25 12.00.00 AM,Jessica Gregory,Chicago,UT,4,8,14804,BatteryMax,APR,UPG,BAT,MD,123.59,230,07-May-25,0,0,0,1,Capacity Update,Y,Bank verification pending
17518,10936,,54679618150,SUCCESS,AUTHORIZED,MasterCard,XXXX2204,12194.05,5169.43,5017.14,2007.48,AZEMM9,21-Jun-24 12.00.00 AM,William Pruitt,Denver,WA,2,10,13626,SolarEdge,SUB,NS,WND,MD,412.94,115,20-May-24,0,1,0,32,Voltage Change,N,ERCOT accepted
17519,11717,415,88169913142,FAILED,NETWORK_TIMEOUT,AmericanExpress,XXXX4398,4283.58,2239.34,1748.28,295.96,R9CWLN,25-Jul-24 12.00.00 AM,Ashley Smith,Seattle,UT,2,6,13508,GreenGrid,SUB,NS,SOL,LG,478.26,69,23-Jul-24,0,0,1,2,,,ERCOT accepted
17520,17523,780,59788507810,FAILED,ECHECK_NOT_SUPPORTED,MasterCard,XXXX1620,49705.36,19657.98,9171.29,20876.09,TI4J7Q,20-Mar-26 12.00.00 AM,Dawn Cooper,Moab,AZ,0,1,10973,BatteryMax,SUB,NS,BIO,MD,287.41,345,20-Feb-26,0,0,1,28,Voltage Change,,Retry required
17521,18168,,64908184642,FAILED,BANK_DECLINED,Discover,XXXX3314,31783.25,11108.0,6441.04,14234.21,0DGHIS,14-Aug-24 12.00.00 AM,Jose Dillon,Miami,WA,2,19,16884,PowerSync,APR,NS,BIO,MD,434.9,115,28-Jun-24,1,1,0,47,Capacity Update,,Payment processed successfully
17522,16021,452,56390386548,SUCCESS,AUTHORIZED,AmericanExpress,XXXX5374,26005.25,10356.68,11358.31,4290.26,OASGI9,24-Feb-24 12.00.00 AM,Amanda Bass,Chicago,UT,5,17,9977,GreenGrid,SUB,UPG,WND,SM,148.79,345,05-Feb-24,1,0,1,19,Capacity Update,N,Payment processed successfully
17523,10831,557,57557659621,SUCCESS,AUTHORIZED,AmericanExpress,XXXX4909,47770.36,26421.94,9890.01,11458.41,QTDR3P,01-May-23 12.00.00 AM,William Hayes,Denver,CO,2,3,19837,SolarEdge,APR,NS,SOL,MD,368.35,230,10-Apr-23,1,1,1,21,Ownership Change,,Payment processed successfully
17524,17702,,48313344870,FAILED,CARD_EXPIRED,Discover,XXXX8756,41731.68,22247.75,15368.74,4115.19,JXRYJ8,04-Sep-25 12.00.00 AM,Randy Fernandez,Miami,NY,2,8,9182,WindFlow,PLN,NS,SOL,SM,357.81,345,18-Jul-25,0,1,0,48,Voltage Change,N,Retry required
17525,19585,,65346721851,SUCCESS,AUTHORIZED,Discover,XXXX1480,8007.89,3621.3,2180.13,2206.46,OCM5G5,01-Jan-24 12.00.00 AM,Julie Lewis,Chicago,CA,1,10,11913,ERCOT Solar,APR,NS,SOL,MD,170.71,69,31-Dec-23,1,1,1,1,,,Bank verification pending
17526,18616,,59601736356,FAILED,BANK_DECLINED,eCheck,XXXX8245,28071.43,11743.47,6347.3,9980.66,H7T4C2,06-Apr-23 12.00.00 AM,Malik Grant,Denver,FL,1,18,14898,BatteryMax,APR,NS,WND,SM,463.38,115,17-Mar-23,1,1,0,20,Capacity Update,N,Retry required
17527,18196,462,82610469855,SUCCESS,AUTHORIZED,Visa,XXXX5427,13181.41,2924.02,1484.34,8773.05,XZIUSI,01-Oct-25 12.00.00 AM,Lisa Anderson,Moab,CA,1,6,17991,WindFlow,SUB,UPG,WND,LG,176.01,345,28-Aug-25,1,0,0,34,Ownership Change,Y,ERCOT accepted
17528,15397,373,78962157398,SUCCESS,AUTHORIZED,MasterCard,XXXX9768,40254.12,18568.95,17368.99,4316.18,S22AIY,12-Oct-23 12.00.00 AM,Michael Flowers,Miami,GA,2,3,16371,GreenGrid,SUB,NS,SOL,MD,271.38,115,07-Sep-23,1,1,1,35,Voltage Change,,Payment processed successfully
17529,19384,601,67083497121,SUCCESS,AUTHORIZED,Discover,XXXX4738,11399.25,2446.7,3679.44,5273.11,AQPWQ4,07-Oct-23 12.00.00 AM,Lindsay Vasquez,Houston,CO,0,19,18158,EnergyPlus,PLN,NS,BIO,MD,3.6,230,12-Aug-23,1,1,0,56,Voltage Change,,Payment processed successfully
17530,11642,,53269698745,FAILED,BANK_DECLINED,AmericanExpress,XXXX8774,27468.93,14533.34,5218.52,7717.07,651HJ2,08-Nov-23 12.00.00 AM,Ashley Smith,Miami,FL,3,1,18567,GreenGrid,PLN,UPG,SOL,SM,284.76,115,17-Sep-23,0,0,1,52,,,Retry required
17531,13709,,85172612530,SUCCESS,AUTHORIZED,Visa,XXXX5900,10254.56,3253.07,3234.07,3767.42,4VPA2R,24-Jun-25 12.00.00 AM,Amber Wheeler,Houston,AZ,3,5,13907,SolarEdge,SUB,NS,BIO,MD,52.37,115,02-May-25,0,1,0,53,Ownership Change,,Retry required
17532,15355,,83571031423,SUCCESS,AUTHORIZED,Visa,XXXX2575,49587.09,12893.43,12945.09,23748.57,RDXE9U,17-Nov-24 12.00.00 AM,Thomas Kelley,Houston,CA,5,14,19918,GreenGrid,PLN,NS,WND,LG,348.04,138,26-Oct-24,0,0,1,22,,Y,Payment processed successfully
17533,10116,,75427271790,FAILED,BANK_DECLINED,Visa,XXXX1420,39896.75,22927.22,7612.32,9357.21,K2OSH0,19-Aug-23 12.00.00 AM,Jessica Davis,Austin,TX,4,17,14197,SolarEdge,APR,NS,WND,MD,386.02,115,30-Jun-23,0,1,1,50,Voltage Change,Y,
17534,9970,,40937596051,SUCCESS,AUTHORIZED,AmericanExpress,XXXX3117,42299.96,14477.95,18298.5,9523.51,429XYD,20-Mar-24 12.00.00 AM,Teresa Mathis,Houston,IL,5,17,11663,Claire BESS,SUB,NS,SOL,LG,12.41,230,05-Feb-24,1,1,0,44,,,Retry required
17535,14877,482,55965460117,SUCCESS,AUTHORIZED,AmericanExpress,XXXX5235,1927.46,505.12,511.6,910.74,9FZGT6,21-Sep-25 12.00.00 AM,Stephanie Richmond,Miami,IL,3,16,12635,ERCOT Solar,PLN,NS,WND,SM,222.32,230,06-Sep-25,0,0,1,15,Capacity Update,,
17536,15123,950,80460179193,SUCCESS,AUTHORIZED,Discover,XXXX2513,3252.08,1419.29,824.13,1008.66,J3OSAT,06-May-23 12.00.00 AM,James Mccarty,Seattle,UT,5,3,18031,EnergyPlus,SUB,NS,BIO,MD,496.95,345,21-Mar-23,1,1,1,46,Voltage Change,N,ERCOT accepted
17537,10550,,78911824830,FAILED,BANK_DECLINED,MasterCard,XXXX6676,29992.53,10766.35,10639.56,8586.62,4PSC7M,03-Jun-24 12.00.00 AM,Joseph Wallace,Miami,GA,2,10,18926,SolarEdge,PLN,NS,SOL,LG,20.2,230,24-May-24,1,1,1,10,Capacity Update,Y,Payment processed successfully
17538,16553,,48874286219,SUCCESS,AUTHORIZED,Visa,XXXX6433,30221.43,7257.56,12308.11,10655.76,HF81HL,09-Aug-23 12.00.00 AM,Bryan Little,Chicago,TX,3,20,16107,EnergyPlus,SUB,UPG,WND,MD,54.97,69,16-Jul-23,1,1,0,24,Capacity Update,Y,
17539,19216,386,68278512209,FAILED,ECHECK_NOT_SUPPORTED,Discover,XXXX6888,8886.18,4579.38,4383.29,-76.49,ORFOFM,27-Apr-25 12.00.00 AM,Mrs. Sandra Mclaughlin,Austin,CO,0,7,10389,GreenGrid,APR,UPG,BAT,MD,457.04,115,15-Apr-25,0,1,1,12,Capacity Update,N,ERCOT accepted
17540,17273,,71776522363,SUCCESS,AUTHORIZED,MasterCard,XXXX5701,3271.49,1557.23,1237.73,476.53,0F9OST,21-May-24 12.00.00 AM,Stephen Moss,Seattle,IL,1,12,11122,ERCOT Solar,PLN,UPG,BIO,SM,156.95,69,21-Apr-24,0,1,1,30,,,
17541,18421,,85507932057,SUCCESS,AUTHORIZED,Visa,XXXX4210,23904.14,9769.81,8869.55,5264.78,PMHAUM,16-Sep-24 12.00.00 AM,Carlos Duncan,Denver,UT,4,7,19356,EnergyPlus,PLN,NS,BAT,LG,42.07,115,25-Jul-24,1,1,0,53,Capacity Update,N,
17542,18201,,48817120433,FAILED,BANK_DECLINED,eCheck,XXXX9115,23850.53,10935.58,6638.81,6276.14,0RYAIZ,13-Jan-26 12.00.00 AM,Timothy Foster,Chicago,CA,2,3,17991,BatteryMax,PLN,UPG,BIO,SM,282.44,345,14-Dec-25,1,1,0,30,,N,
17543,13092,,58247743848,SUCCESS,AUTHORIZED,eCheck,XXXX4056,17682.6,9390.1,8637.1,-344.6,7IQ7KX,09-Nov-25 12.00.00 AM,Peter Berg,Chicago,CA,3,11,9513,BatteryMax,PLN,UPG,WND,SM,97.84,345,18-Oct-25,0,1,1,22,,,Retry required
17544,10083,,58987270565,SUCCESS,AUTHORIZED,AmericanExpress,XXXX3694,10107.89,5871.23,2261.47,1975.19,4J77DI,15-Nov-24 12.00.00 AM,Antonio Jones,Denver,NY,5,8,15556,Claire BESS,PLN,UPG,BAT,LG,416.79,138,02-Oct-24,1,0,0,44,Ownership Change,,
17545,9906,601,47532986974,FAILED,CARD_EXPIRED,Visa,XXXX1518,6310.55,1445.9,1390.47,3474.18,1ZBRF3,02-May-25 12.00.00 AM,Donald English,Houston,WA,1,20,12390,BatteryMax,SUB,UPG,SOL,LG,286.11,230,25-Mar-25,1,0,1,38,,Y,ERCOT accepted
17546,18926,,44877663117,SUCCESS,AUTHORIZED,Discover,XXXX1771,9633.3,2595.87,2717.15,4320.28,MXSJO6,07-May-25 12.00.00 AM,Jacqueline Torres,Dallas,FL,0,7,14240,EnergyPlus,SUB,UPG,WND,MD,134.05,230,11-Apr-25,0,1,0,26,Voltage Change,,
17547,11571,967,40747005777,FAILED,NETWORK_TIMEOUT,eCheck,XXXX3205,2481.25,1077.0,329.99,1074.26,NH1QW6,27-Dec-25 12.00.00 AM,Sean Page,Austin,UT,1,3,13742,PowerSync,PLN,UPG,WND,MD,133.08,69,25-Dec-25,0,0,1,2,Ownership Change,,ERCOT accepted
17548,16354,,46307855113,SUCCESS,AUTHORIZED,MasterCard,XXXX6342,40215.8,13656.59,19341.49,7217.72,3UH3NH,11-Jun-23 12.00.00 AM,Amanda Smith,Austin,AZ,4,12,16076,SolarEdge,SUB,UPG,BAT,SM,251.09,230,27-Apr-23,1,0,1,45,,Y,ERCOT accepted
17549,10594,537,57763078053,FAILED,INSUFFICIENT_FUNDS,Visa,XXXX6532,27466.69,9992.72,5859.4,11614.57,0R7D5B,27-Mar-24 12.00.00 AM,Linda Swanson,Miami,CA,5,17,16829,PowerSync,PLN,UPG,SOL,SM,349.86,115,20-Feb-24,0,1,1,36,Capacity Update,N,
17550,18218,575,65709977571,FAILED,CARD_EXPIRED,Visa,XXXX2919,13295.42,6884.77,1736.92,4673.73,QRSJMY,20-Feb-24 12.00.00 AM,David Ellis,Seattle,CA,3,2,18087,SolarEdge,PLN,NS,SOL,MD,147.76,230,30-Jan-24,1,0,0,21,,N,Bank verification pending
17551,12007,,55376546163,SUCCESS,AUTHORIZED,eCheck,XXXX5666,3885.95,1017.87,1231.42,1636.66,S3JFW1,27-Apr-24 12.00.00 AM,Robert Mclaughlin,Denver,CA,3,10,16338,Claire BESS,PLN,NS,WND,LG,317.31,345,19-Apr-24,1,0,1,8,Voltage Change,Y,ERCOT accepted
17552,13030,816,51722760229,FAILED,INSUFFICIENT_FUNDS,eCheck,XXXX6885,16048.9,5332.59,2348.82,8367.49,YF255R,28-Feb-23 12.00.00 AM,Devin Dennis,Denver,TX,0,5,10065,SolarEdge,APR,UPG,BIO,LG,247.79,115,17-Feb-23,1,1,1,11,Voltage Change,,Payment processed successfully
17553,12008,759,43062061428,SUCCESS,AUTHORIZED,MasterCard,XXXX7443,44094.24,22084.21,17313.99,4696.04,YLK6QI,18-Jun-24 12.00.00 AM,Maureen Edwards,Denver,WA,0,1,13700,SolarEdge,SUB,NS,WND,MD,57.26,138,12-Jun-24,0,1,1,6,,Y,Payment processed successfully
17554,15386,,58810513532,FAILED,ECHECK_NOT_SUPPORTED,Discover,XXXX9718,7008.7,4120.76,1718.15,1169.79,3PGVOO,09-Nov-25 12.00.00 AM,Tracey Wells,Dallas,AZ,4,19,19802,EnergyPlus,SUB,NS,BAT,MD,256.34,69,30-Sep-25,0,1,1,40,,N,Bank verification pending
17555,15816,461,88852720247,SUCCESS,AUTHORIZED,eCheck,XXXX1460,8298.75,4240.15,3668.82,389.78,R7DTCV,22-Jan-26 12.00.00 AM,James Rice MD,Austin,UT,2,9,12254,EnergyPlus,SUB,UPG,BAT,MD,399.38,69,11-Dec-25,0,0,0,42,Voltage Change,Y,Payment processed successfully
17556,19815,,46910260829,SUCCESS,AUTHORIZED,eCheck,XXXX5775,10106.46,4423.34,2509.68,3173.44,GNN364,15-May-25 12.00.00 AM,Jason Murphy,Seattle,GA,3,16,17715,WindFlow,APR,NS,SOL,LG,461.62,138,29-Mar-25,1,0,0,47,Ownership Change,,ERCOT accepted
17557,12834,575,57311765590,SUCCESS,AUTHORIZED,eCheck,XXXX6627,7640.94,4166.66,3693.91,-219.63,4A8GCV,02-Aug-25 12.00.00 AM,Renee Rogers,Denver,FL,2,6,18348,WindFlow,SUB,UPG,WND,LG,69.38,69,29-Jul-25,1,0,1,4,,N,Bank verification pending
17558,9861,,70071644166,SUCCESS,AUTHORIZED,AmericanExpress,XXXX5353,48774.62,11005.19,20919.46,16849.97,V4S38T,21-Mar-23 12.00.00 AM,William Morris,Dallas,UT,1,2,10099,WindFlow,PLN,NS,BAT,LG,79.24,115,19-Mar-23,0,1,0,2,Ownership Change,,ERCOT accepted
17559,12656,,85181811231,SUCCESS,AUTHORIZED,Visa,XXXX7888,16396.53,8705.16,2427.19,5264.18,0MQIXZ,10-Jun-24 12.00.00 AM,Joe Simon,Chicago,GA,5,17,19455,BatteryMax,APR,UPG,BAT,LG,365.62,138,10-Jun-24,1,1,1,0,Voltage Change,,Retry required
17560,11194,,40787869130,SUCCESS,AUTHORIZED,MasterCard,XXXX5702,47972.5,28626.86,21633.58,-2287.94,9R1UYZ,15-Mar-23 12.00.00 AM,Eric Walter,Dallas,GA,4,13,10785,ERCOT Solar,PLN,UPG,WND,MD,87.14,69,14-Feb-23,1,1,1,29,,N,Bank verification pending
17561,14574,,47723326053,FAILED,INSUFFICIENT_FUNDS,Discover,XXXX8563,3186.93,816.01,813.61,1557.31,TQK7Y2,31-Oct-23 12.00.00 AM,Mary Hamilton,Dallas,CO,4,9,13118,WindFlow,SUB,UPG,BIO,LG,450.88,69,05-Sep-23,0,0,0,56,Capacity Update,Y,Payment processed successfully
17562,18495,273,84086195729,SUCCESS,AUTHORIZED,eCheck,XXXX4889,45750.05,21790.77,22195.61,1763.67,8AKN7X,28-Mar-23 12.00.00 AM,Michael Snyder,Houston,NY,2,1,17393,GreenGrid,APR,UPG,BAT,LG,223.45,230,15-Mar-23,0,0,0,13,,N,
17563,16044,,68749040259,SUCCESS,AUTHORIZED,MasterCard,XXXX5620,18033.19,4390.57,5928.59,7714.03,KCMCMR,04-Nov-24 12.00.00 AM,Joshua Griffin,Houston,CO,1,18,19737,GreenGrid,APR,NS,BAT,SM,192.87,69,07-Sep-24,1,1,1,58,Ownership Change,N,Payment processed successfully
17564,11058,528,60846992658,FAILED,NETWORK_TIMEOUT,eCheck,XXXX7339,22154.37,6352.87,4331.66,11469.84,BL4BMO,28-Jan-26 12.00.00 AM,Jordan Nixon,Denver,GA,4,20,9783,SolarEdge,PLN,UPG,WND,MD,218.76,345,15-Jan-26,1,1,0,13,Capacity Update,N,Payment processed successfully
17565,13393,412,87461131992,SUCCESS,AUTHORIZED,Visa,XXXX4198,13916.06,6558.68,2121.3,5236.08,SCIH79,25-Sep-24 12.00.00 AM,Joshua Griffin,Houston,CO,5,4,11583,ERCOT Solar,PLN,UPG,BIO,SM,127.59,115,27-Aug-24,1,0,0,29,Ownership Change,,Payment processed successfully
17566,18331,,61939666771,FAILED,CARD_EXPIRED,eCheck,XXXX1034,25899.21,8752.79,12869.43,4276.99,VZPNGE,21-Feb-24 12.00.00 AM,Mrs. Jessica Lloyd,Seattle,GA,4,12,16026,ERCOT Solar,APR,UPG,WND,LG,435.03,115,25-Jan-24,1,1,1,27,,Y,Payment processed successfully
17567,9464,,58203556847,SUCCESS,AUTHORIZED,MasterCard,XXXX3349,41177.76,14796.22,20571.03,5810.51,JCJ2JK,25-Mar-26 12.00.00 AM,Colleen Wilcox,Chicago,IL,5,10,10480,SolarEdge,APR,UPG,BIO,SM,212.34,138,03-Feb-26,1,1,1,50,Ownership Change,,Retry required
17568,13733,,72778050763,SUCCESS,AUTHORIZED,MasterCard,XXXX6104,11326.3,4512.4,1990.09,4823.81,21QJQV,25-Jul-24 12.00.00 AM,Tyler Taylor,Denver,CA,2,18,15426,ERCOT Solar,PLN,NS,SOL,SM,390.46,230,24-Jul-24,0,0,1,1,,,Payment processed successfully
17569,11391,,45232654508,SUCCESS,AUTHORIZED,Discover,XXXX2835,31300.23,17177.59,9290.48,4832.16,RNPT5U,21-Jul-24 12.00.00 AM,Dr. Katherine Martinez,Chicago,NY,0,3,19315,Claire BESS,PLN,NS,BIO,LG,223.63,230,27-May-24,0,0,0,55,Ownership Change,Y,Payment processed successfully
17570,16151,,54710556100,FAILED,INVALID_ACCOUNT,MasterCard,XXXX3758,43951.82,17342.67,7049.55,19559.6,QVRT41,19-Jul-24 12.00.00 AM,Cheryl Butler,Dallas,GA,4,12,10661,WindFlow,APR,NS,WND,MD,40.4,69,16-Jul-24,1,1,0,3,Ownership Change,Y,Retry required
17571,13682,,83942660317,SUCCESS,AUTHORIZED,AmericanExpress,XXXX3032,18585.84,10001.69,7608.98,975.17,BMBNQB,24-Oct-24 12.00.00 AM,Judy Wilson,Miami,TX,5,11,19755,Claire BESS,SUB,UPG,SOL,SM,189.04,230,15-Sep-24,0,0,0,39,Voltage Change,,ERCOT accepted
17572,19439,348,85762929261,SUCCESS,AUTHORIZED,eCheck,XXXX6894,1044.64,457.65,466.93,120.06,YQ7Z76,13-Jan-25 12.00.00 AM,Nathan Thomas,Miami,IL,0,0,15822,BatteryMax,APR,NS,BAT,MD,251.19,230,17-Dec-24,1,1,1,27,Capacity Update,N,Payment processed successfully
17573,10533,,40638665683,SUCCESS,AUTHORIZED,eCheck,XXXX3419,9746.05,4637.91,1089.58,4018.56,B3DFKB,15-Jun-23 12.00.00 AM,Rachel Williams,Chicago,WA,0,14,16361,WindFlow,APR,NS,WND,MD,157.24,230,25-Apr-23,0,0,0,51,Ownership Change,N,Payment processed successfully
17574,18893,981,43082697811,FAILED,BANK_DECLINED,Discover,XXXX1233,32851.04,9234.07,11615.73,12001.24,KE8TX5,18-Jun-23 12.00.00 AM,Sarah Dennis,Dallas,FL,1,19,9665,EnergyPlus,SUB,UPG,BIO,LG,202.03,69,12-May-23,1,0,1,37,,N,
17575,14645,,48848975697,FAILED,NETWORK_TIMEOUT,AmericanExpress,XXXX3800,38022.48,9509.21,3995.81,24517.46,FUEIPX,03-Apr-23 12.00.00 AM,Susan Wang,Houston,AZ,3,20,17568,Claire BESS,PLN,UPG,BIO,SM,5.59,69,07-Mar-23,1,0,1,27,Capacity Update,,ERCOT accepted
17576,14803,,84065029648,SUCCESS,AUTHORIZED,Visa,XXXX1217,15257.18,3269.24,7609.21,4378.73,DQLPQM,14-Jan-24 12.00.00 AM,Kyle Roberts,Moab,FL,1,12,13823,EnergyPlus,PLN,UPG,WND,LG,56.65,138,23-Nov-23,0,1,1,52,Capacity Update,Y,Retry required
17577,11700,,57501161026,FAILED,INSUFFICIENT_FUNDS,MasterCard,XXXX9288,24119.5,13394.04,5313.01,5412.45,6ZWKJZ,03-Dec-24 12.00.00 AM,James Martinez,Houston,IL,5,17,15839,BatteryMax,APR,UPG,BAT,MD,53.95,69,26-Oct-24,0,1,1,38,Voltage Change,,Retry required
17578,15544,,57532440430,SUCCESS,AUTHORIZED,AmericanExpress,XXXX6406,32665.92,17466.56,8670.29,6529.07,VSCTID,08-Oct-25 12.00.00 AM,Michele Randolph,Seattle,FL,0,2,13879,ERCOT Solar,APR,NS,BIO,LG,186.93,138,22-Aug-25,0,1,1,47,Ownership Change,N,ERCOT accepted
17579,13985,837,67824317714,FAILED,NETWORK_TIMEOUT,AmericanExpress,XXXX5224,18606.32,4804.55,8347.99,5453.78,N2C1NB,18-Nov-25 12.00.00 AM,Victoria Brown,Chicago,IL,3,12,11586,ERCOT Solar,APR,NS,WND,LG,177.01,69,13-Oct-25,0,0,1,36,Voltage Change,Y,Bank verification pending
17580,19592,240,84264292105,FAILED,NETWORK_TIMEOUT,Discover,XXXX5935,3442.51,1196.81,1411.11,834.59,U8PZJR,14-Nov-23 12.00.00 AM,Natalie Price,Seattle,GA,0,14,13682,WindFlow,PLN,UPG,BIO,LG,281.59,115,09-Oct-23,1,1,1,36,Capacity Update,Y,Payment processed successfully
17581,16388,816,86436405667,SUCCESS,AUTHORIZED,Visa,XXXX2124,4503.19,1728.45,643.14,2131.6,LOCK3Z,07-Dec-25 12.00.00 AM,Taylor Fox,Dallas,CA,3,10,11505,PowerSync,SUB,NS,BIO,MD,387.76,115,30-Nov-25,0,1,1,7,,N,
17582,9142,701,83985527966,SUCCESS,AUTHORIZED,eCheck,XXXX1643,4193.66,2359.2,963.21,871.25,H6OWFB,15-Oct-25 12.00.00 AM,Stephen Paul,Miami,AZ,0,12,11053,WindFlow,SUB,UPG,WND,SM,353.34,138,22-Sep-25,0,0,1,23,Capacity Update,,Bank verification pending
17583,10286,,77087527323,SUCCESS,AUTHORIZED,AmericanExpress,XXXX7083,22481.71,7827.12,2552.07,12102.52,UOY03K,25-Jul-25 12.00.00 AM,Erin Guzman,Seattle,NY,3,5,13682,GreenGrid,APR,UPG,WND,SM,99.58,345,14-Jun-25,0,0,0,41,Voltage Change,,ERCOT accepted
17584,19376,576,74891307182,FAILED,INSUFFICIENT_FUNDS,MasterCard,XXXX8446,38925.15,22914.48,4619.31,11391.36,KTJFDH,14-Mar-25 12.00.00 AM,David Lozano,Seattle,TX,4,3,16177,BatteryMax,SUB,UPG,WND,MD,440.61,69,24-Jan-25,1,1,0,49,,N,
17585,18448,,44674753013,FAILED,CARD_EXPIRED,MasterCard,XXXX8702,16739.56,4249.49,1955.62,10534.45,O36CPF,10-Feb-26 12.00.00 AM,Robert Lewis,Denver,TX,4,16,15651,EnergyPlus,PLN,NS,SOL,LG,482.04,138,20-Jan-26,1,1,0,21,Voltage Change,,Bank verification pending
17586,18591,,80551811584,SUCCESS,AUTHORIZED,MasterCard,XXXX2178,37785.74,8663.63,3901.15,25220.96,8N1W3K,12-May-26 12.00.00 AM,Ryan Reyes,Denver,FL,4,3,11913,Claire BESS,APR,UPG,SOL,MD,456.46,138,13-Mar-26,1,0,0,60,Ownership Change,N,Payment processed successfully
17587,13510,,88919570711,SUCCESS,AUTHORIZED,Visa,XXXX5104,27720.11,5589.07,3161.52,18969.52,6LPHJL,13-Apr-26 12.00.00 AM,Jessica Watson,Moab,CA,1,7,13658,BatteryMax,APR,NS,SOL,LG,196.27,138,30-Mar-26,0,0,0,14,Capacity Update,N,Payment processed successfully
17588,19362,,68711380043,FAILED,INVALID_ACCOUNT,Visa,XXXX6965,42013.88,21589.24,16148.28,4276.36,BZM32U,16-May-23 12.00.00 AM,William Mendoza,Chicago,UT,3,15,16527,ERCOT Solar,APR,NS,BIO,MD,361.89,138,13-Apr-23,1,0,1,33,,,Retry required
17589,18311,637,64641998204,SUCCESS,AUTHORIZED,eCheck,XXXX7620,8718.2,4298.75,2164.8,2254.65,QD4PMA,12-Apr-24 12.00.00 AM,Katie Parks,Houston,WA,4,8,15902,Claire BESS,SUB,NS,BAT,SM,117.39,230,19-Mar-24,1,1,0,24,Voltage Change,Y,Retry required
